LocationType,Location,Category,TimeFrame,DataFormat,Data
State,Tennessee,bachelor degree,Age 17,Percent,S
State,Tennessee,Associate Degree,Age 17,Percent,S
State,Tennessee,vocational license,Age 17,Percent,S
State,Tennessee,vocational certificate,Age 17,Percent,S
State,Tennessee,high school or ged,Age 17,Percent,0.02
State,Tennessee,blank,Age 19,Percent,S
State,Tennessee,Declined,Age 19,Percent,S
State,Tennessee,none of the above,Age 19,Percent,0.42
State,Tennessee,higher degree,Age 19,Percent,S
State,Tennessee,bachelor degree,Age 19,Percent,S
State,Tennessee,Associate Degree,Age 19,Percent,S
State,Tennessee,vocational license,Age 19,Percent,S
State,Tennessee,vocational certificate,Age 19,Percent,S
State,Tennessee,high school or ged,Age 19,Percent,0.53
State,Texas,blank,Age 17,Percent,S
State,Texas,Declined,Age 17,Percent,S
State,Texas,none of the above,Age 17,Percent,0.93
State,Texas,higher degree,Age 17,Percent,S
State,Texas,bachelor degree,Age 17,Percent,S
State,Texas,Associate Degree,Age 17,Percent,S
State,Texas,vocational license,Age 17,Percent,S
State,Texas,vocational certificate,Age 17,Percent,S
State,Texas,high school or ged,Age 17,Percent,0.05
State,Texas,high school or ged,Age 17,Number,60
State,Texas,vocational certificate,Age 17,Number,S
State,Texas,vocational license,Age 17,Number,S
State,Texas,Associate Degree,Age 17,Number,S
State,Texas,bachelor degree,Age 17,Number,S
State,Texas,higher degree,Age 17,Number,S
State,Texas,none of the above,Age 17,Number,1044
State,Texas,Declined,Age 17,Number,S
State,Texas,blank,Age 17,Number,S
State,Texas,blank,Age 21,Percent,S
State,Texas,Declined,Age 21,Percent,S
State,Texas,none of the above,Age 21,Percent,0.26
State,Texas,higher degree,Age 21,Percent,S
State,Texas,bachelor degree,Age 21,Percent,S
State,Texas,Associate Degree,Age 21,Percent,S
State,Texas,vocational license,Age 21,Percent,S
State,Texas,vocational certificate,Age 21,Percent,S
State,Texas,high school or ged,Age 21,Percent,0.69
State,Texas,high school or ged,Age 21,Number,171
State,Texas,vocational certificate,Age 21,Number,S
State,Texas,vocational license,Age 21,Number,S
State,Texas,Associate Degree,Age 21,Number,S
State,Texas,bachelor degree,Age 21,Number,S
State,Texas,higher degree,Age 21,Number,S
State,Texas,none of the above,Age 21,Number,64
State,Texas,Declined,Age 21,Number,S
State,Texas,blank,Age 21,Number,S
State,Texas,blank,Age 19,Percent,S
State,Texas,Declined,Age 19,Percent,S
State,Texas,none of the above,Age 19,Percent,0.5
State,Texas,higher degree,Age 19,Percent,S
State,Texas,bachelor degree,Age 19,Percent,S
State,Texas,Associate Degree,Age 19,Percent,S
State,Texas,vocational license,Age 19,Percent,S
State,Texas,vocational certificate,Age 19,Percent,S
State,Texas,high school or ged,Age 19,Percent,0.48
State,Texas,high school or ged,Age 19,Number,118
State,Texas,vocational certificate,Age 19,Number,S
State,Texas,vocational license,Age 19,Number,S
State,Texas,Associate Degree,Age 19,Number,S
State,Texas,bachelor degree,Age 19,Number,S
State,Texas,higher degree,Age 19,Number,S
State,Texas,none of the above,Age 19,Number,123
State,Texas,Declined,Age 19,Number,S
State,Texas,blank,Age 19,Number,S
State,Utah,high school or ged,Age 19,Number,95
State,Utah,vocational certificate,Age 19,Number,S
State,Utah,vocational license,Age 19,Number,S
State,Utah,Associate Degree,Age 19,Number,S
State,Utah,bachelor degree,Age 19,Number,S
State,Utah,higher degree,Age 19,Number,S
State,Utah,none of the above,Age 19,Number,62
State,Utah,Declined,Age 19,Number,S
State,Utah,blank,Age 19,Number,S
State,Utah,blank,Age 19,Percent,S
State,Utah,Declined,Age 19,Percent,S
State,Utah,none of the above,Age 19,Percent,0.37
State,Utah,higher degree,Age 19,Percent,S
State,Utah,bachelor degree,Age 19,Percent,S
State,Utah,Associate Degree,Age 19,Percent,S
State,Utah,vocational license,Age 19,Percent,S
State,Utah,vocational certificate,Age 19,Percent,S
State,Utah,high school or ged,Age 19,Percent,0.57
State,Utah,high school or ged,Age 21,Number,103
State,Utah,vocational certificate,Age 21,Number,S
State,Utah,vocational license,Age 21,Number,S
State,Utah,Associate Degree,Age 21,Number,S
State,Utah,bachelor degree,Age 21,Number,S
State,Utah,higher degree,Age 21,Number,S
State,Utah,none of the above,Age 21,Number,23
State,Utah,Declined,Age 21,Number,S
State,Utah,blank,Age 21,Number,S
State,Utah,blank,Age 21,Percent,S
State,Utah,Declined,Age 21,Percent,S
State,Utah,none of the above,Age 21,Percent,0.17
State,Utah,higher degree,Age 21,Percent,S
State,Utah,bachelor degree,Age 21,Percent,S
State,Utah,Associate Degree,Age 21,Percent,S
State,Utah,vocational license,Age 21,Percent,S
State,Utah,vocational certificate,Age 21,Percent,S
State,Utah,high school or ged,Age 21,Percent,0.75
State,Utah,high school or ged,Age 17,Number,S
State,Utah,vocational certificate,Age 17,Number,S
State,Utah,vocational license,Age 17,Number,S
State,Utah,Associate Degree,Age 17,Number,S
State,Utah,bachelor degree,Age 17,Number,S
State,Utah,higher degree,Age 17,Number,S
State,Utah,none of the above,Age 17,Number,206
State,Utah,Declined,Age 17,Number,S
State,Utah,blank,Age 17,Number,S
State,Utah,blank,Age 17,Percent,S
State,Utah,Declined,Age 17,Percent,S
State,Utah,none of the above,Age 17,Percent,0.91
State,Utah,higher degree,Age 17,Percent,S
State,Utah,bachelor degree,Age 17,Percent,S
State,Utah,Associate Degree,Age 17,Percent,S
State,Utah,vocational license,Age 17,Percent,S
State,Utah,vocational certificate,Age 17,Percent,S
State,Utah,high school or ged,Age 17,Percent,S
State,Vermont,blank,Age 17,Percent,S
State,Vermont,Declined,Age 17,Percent,S
State,Vermont,none of the above,Age 17,Percent,0.89
State,Vermont,higher degree,Age 17,Percent,S
State,Vermont,bachelor degree,Age 17,Percent,S
State,Vermont,Associate Degree,Age 17,Percent,S
State,Vermont,vocational license,Age 17,Percent,S
State,Vermont,vocational certificate,Age 17,Percent,S
State,Vermont,high school or ged,Age 17,Percent,S
State,Vermont,high school or ged,Age 17,Number,S
State,Vermont,vocational certificate,Age 17,Number,S
State,Vermont,vocational license,Age 17,Number,S
State,Vermont,Associate Degree,Age 17,Number,S
State,Vermont,bachelor degree,Age 17,Number,S
State,Vermont,higher degree,Age 17,Number,S
State,Vermont,none of the above,Age 17,Number,41
State,Vermont,Declined,Age 17,Number,S
State,Vermont,blank,Age 17,Number,S
State,Vermont,blank,Age 21,Percent,S
State,Vermont,Declined,Age 21,Percent,S
State,Vermont,none of the above,Age 21,Percent,S
State,Vermont,higher degree,Age 21,Percent,S
State,Vermont,bachelor degree,Age 21,Percent,S
State,Vermont,Associate Degree,Age 21,Percent,S
State,Vermont,vocational license,Age 21,Percent,S
State,Vermont,vocational certificate,Age 21,Percent,S
State,Vermont,high school or ged,Age 21,Percent,S
State,Vermont,high school or ged,Age 21,Number,S
State,Vermont,vocational certificate,Age 21,Number,S
State,Vermont,vocational license,Age 21,Number,S
State,Vermont,Associate Degree,Age 21,Number,S
State,Vermont,bachelor degree,Age 21,Number,S
State,Vermont,higher degree,Age 21,Number,S
State,Vermont,none of the above,Age 21,Number,S
State,Vermont,Declined,Age 21,Number,S
State,Vermont,blank,Age 21,Number,S
State,Vermont,blank,Age 19,Percent,S
State,Vermont,Declined,Age 19,Percent,S
State,Vermont,none of the above,Age 19,Percent,S
State,Vermont,higher degree,Age 19,Percent,S
State,Vermont,bachelor degree,Age 19,Percent,S
State,Vermont,Associate Degree,Age 19,Percent,S
State,Vermont,vocational license,Age 19,Percent,S
State,Vermont,vocational certificate,Age 19,Percent,S
State,Vermont,high school or ged,Age 19,Percent,0.63
State,Vermont,high school or ged,Age 19,Number,17
State,Vermont,vocational certificate,Age 19,Number,S
State,Vermont,vocational license,Age 19,Number,S
State,Vermont,Associate Degree,Age 19,Number,S
State,Vermont,bachelor degree,Age 19,Number,S
State,Vermont,higher degree,Age 19,Number,S
State,Vermont,none of the above,Age 19,Number,S
State,Vermont,Declined,Age 19,Number,S
State,Vermont,blank,Age 19,Number,S
State,Virginia,high school or ged,Age 19,Number,111
State,Virginia,vocational certificate,Age 19,Number,S
State,Virginia,vocational license,Age 19,Number,S
State,Virginia,Associate Degree,Age 19,Number,S
State,Virginia,bachelor degree,Age 19,Number,S
State,Virginia,higher degree,Age 19,Number,S
State,Virginia,none of the above,Age 19,Number,55
State,Virginia,Declined,Age 19,Number,S
State,Virginia,blank,Age 19,Number,S
State,Virginia,blank,Age 19,Percent,S
State,Virginia,Declined,Age 19,Percent,S
State,Virginia,none of the above,Age 19,Percent,0.31
State,Virginia,higher degree,Age 19,Percent,S
State,Virginia,bachelor degree,Age 19,Percent,S
State,Virginia,Associate Degree,Age 19,Percent,S
State,Virginia,vocational license,Age 19,Percent,S
State,Virginia,vocational certificate,Age 19,Percent,S
State,Virginia,high school or ged,Age 19,Percent,0.62
State,Virginia,high school or ged,Age 21,Number,98
State,Virginia,vocational certificate,Age 21,Number,12
State,Virginia,vocational license,Age 21,Number,S
State,Virginia,Associate Degree,Age 21,Number,S
State,Virginia,bachelor degree,Age 21,Number,S
State,Virginia,higher degree,Age 21,Number,S
State,Virginia,none of the above,Age 21,Number,27
State,Virginia,Declined,Age 21,Number,S
State,Virginia,blank,Age 21,Number,S
State,Virginia,blank,Age 21,Percent,S
State,Virginia,Declined,Age 21,Percent,S
State,Virginia,none of the above,Age 21,Percent,0.19
State,Virginia,higher degree,Age 21,Percent,S
State,Virginia,bachelor degree,Age 21,Percent,S
State,Virginia,Associate Degree,Age 21,Percent,S
State,Virginia,vocational license,Age 21,Percent,S
State,Virginia,vocational certificate,Age 21,Percent,0.08
State,Virginia,high school or ged,Age 21,Percent,0.69
State,Virginia,high school or ged,Age 17,Number,21
State,Virginia,vocational certificate,Age 17,Number,S
State,Virginia,vocational license,Age 17,Number,S
State,Virginia,Associate Degree,Age 17,Number,S
State,Virginia,bachelor degree,Age 17,Number,S
State,Virginia,higher degree,Age 17,Number,S
State,Virginia,none of the above,Age 17,Number,323
State,Virginia,Declined,Age 17,Number,S
State,Virginia,blank,Age 17,Number,S
State,Virginia,blank,Age 17,Percent,S
State,Virginia,Declined,Age 17,Percent,S
State,Virginia,none of the above,Age 17,Percent,0.93
State,Virginia,higher degree,Age 17,Percent,S
State,Virginia,bachelor degree,Age 17,Percent,S
State,Virginia,Associate Degree,Age 17,Percent,S
State,Virginia,vocational license,Age 17,Percent,S
State,Virginia,vocational certificate,Age 17,Percent,S
State,Virginia,high school or ged,Age 17,Percent,0.06
State,Washington,blank,Age 17,Percent,S
State,Washington,Declined,Age 17,Percent,S
State,Washington,none of the above,Age 17,Percent,0.96
State,Washington,higher degree,Age 17,Percent,S
State,Washington,bachelor degree,Age 17,Percent,S
State,Washington,Associate Degree,Age 17,Percent,S
State,Washington,vocational license,Age 17,Percent,S
State,Washington,vocational certificate,Age 17,Percent,S
State,Washington,high school or ged,Age 17,Percent,S
State,Washington,high school or ged,Age 17,Number,S
State,Washington,vocational certificate,Age 17,Number,S
State,Washington,vocational license,Age 17,Number,S
State,Washington,Associate Degree,Age 17,Number,S
State,Washington,bachelor degree,Age 17,Number,S
State,Washington,higher degree,Age 17,Number,S
State,Washington,none of the above,Age 17,Number,358
State,Washington,Declined,Age 17,Number,S
State,Washington,blank,Age 17,Number,S
State,Washington,blank,Age 21,Percent,S
State,Washington,Declined,Age 21,Percent,S
State,Washington,none of the above,Age 21,Percent,0.33
State,Washington,higher degree,Age 21,Percent,S
State,Washington,bachelor degree,Age 21,Percent,S
State,Washington,Associate Degree,Age 21,Percent,S
State,Washington,vocational license,Age 21,Percent,S
State,Washington,vocational certificate,Age 21,Percent,S
State,Washington,high school or ged,Age 21,Percent,0.6
State,Washington,high school or ged,Age 21,Number,96
State,Washington,vocational certificate,Age 21,Number,S
State,Washington,vocational license,Age 21,Number,S
State,Washington,Associate Degree,Age 21,Number,S
State,Washington,bachelor degree,Age 21,Number,S
State,Washington,higher degree,Age 21,Number,S
State,Washington,none of the above,Age 21,Number,53
State,Washington,Declined,Age 21,Number,S
State,Washington,blank,Age 21,Number,S
State,Washington,blank,Age 19,Percent,S
State,Washington,Declined,Age 19,Percent,S
State,Washington,none of the above,Age 19,Percent,0.52
State,Washington,higher degree,Age 19,Percent,S
State,Washington,bachelor degree,Age 19,Percent,S
State,Washington,Associate Degree,Age 19,Percent,S
State,Washington,vocational license,Age 19,Percent,S
State,Washington,vocational certificate,Age 19,Percent,S
State,Washington,high school or ged,Age 19,Percent,0.47
State,Washington,high school or ged,Age 19,Number,78
State,Washington,vocational certificate,Age 19,Number,S
State,Washington,vocational license,Age 19,Number,S
State,Washington,Associate Degree,Age 19,Number,S
State,Washington,bachelor degree,Age 19,Number,S
State,Washington,higher degree,Age 19,Number,S
State,Washington,none of the above,Age 19,Number,86
State,Washington,Declined,Age 19,Number,S
State,Washington,blank,Age 19,Number,S
State,West Virginia,high school or ged,Age 19,Number,S
State,West Virginia,vocational certificate,Age 19,Number,S
State,West Virginia,vocational license,Age 19,Number,S
State,West Virginia,Associate Degree,Age 19,Number,S
State,West Virginia,bachelor degree,Age 19,Number,S
State,West Virginia,higher degree,Age 19,Number,S
State,West Virginia,none of the above,Age 19,Number,59
State,West Virginia,Declined,Age 19,Number,S
State,West Virginia,blank,Age 19,Number,138
State,West Virginia,blank,Age 19,Percent,0.66
State,West Virginia,Declined,Age 19,Percent,S
State,West Virginia,none of the above,Age 19,Percent,0.28
State,West Virginia,higher degree,Age 19,Percent,S
State,West Virginia,bachelor degree,Age 19,Percent,S
State,West Virginia,Associate Degree,Age 19,Percent,S
State,West Virginia,vocational license,Age 19,Percent,S
State,West Virginia,vocational certificate,Age 19,Percent,S
State,West Virginia,high school or ged,Age 19,Percent,S
State,West Virginia,high school or ged,Age 21,Number,146
State,West Virginia,vocational certificate,Age 21,Number,S
State,West Virginia,vocational license,Age 21,Number,S
State,West Virginia,Associate Degree,Age 21,Number,S
State,West Virginia,bachelor degree,Age 21,Number,S
State,West Virginia,higher degree,Age 21,Number,S
State,West Virginia,none of the above,Age 21,Number,33
State,West Virginia,Declined,Age 21,Number,S
State,West Virginia,blank,Age 21,Number,S
State,West Virginia,blank,Age 21,Percent,S
State,West Virginia,Declined,Age 21,Percent,S
State,West Virginia,none of the above,Age 21,Percent,0.17
State,West Virginia,higher degree,Age 21,Percent,S
State,West Virginia,bachelor degree,Age 21,Percent,S
State,West Virginia,Associate Degree,Age 21,Percent,S
State,West Virginia,vocational license,Age 21,Percent,S
State,West Virginia,vocational certificate,Age 21,Percent,S
State,West Virginia,high school or ged,Age 21,Percent,0.75
State,West Virginia,high school or ged,Age 17,Number,S
State,West Virginia,vocational certificate,Age 17,Number,S
State,West Virginia,vocational license,Age 17,Number,S
State,West Virginia,Associate Degree,Age 17,Number,S
State,West Virginia,bachelor degree,Age 17,Number,S
State,West Virginia,higher degree,Age 17,Number,S
State,West Virginia,none of the above,Age 17,Number,322
State,West Virginia,Declined,Age 17,Number,S
State,West Virginia,blank,Age 17,Number,22
State,West Virginia,blank,Age 17,Percent,0.06
State,West Virginia,Declined,Age 17,Percent,S
State,West Virginia,none of the above,Age 17,Percent,0.93
State,West Virginia,higher degree,Age 17,Percent,S
State,West Virginia,bachelor degree,Age 17,Percent,S
State,West Virginia,Associate Degree,Age 17,Percent,S
State,West Virginia,vocational license,Age 17,Percent,S
State,West Virginia,vocational certificate,Age 17,Percent,S
State,West Virginia,high school or ged,Age 17,Percent,S
State,Wisconsin,blank,Age 17,Percent,S
State,Wisconsin,Declined,Age 17,Percent,S
State,Wisconsin,none of the above,Age 17,Percent,0.96
State,Wisconsin,higher degree,Age 17,Percent,S
State,Wisconsin,bachelor degree,Age 17,Percent,S
State,Wisconsin,Associate Degree,Age 17,Percent,S
State,Wisconsin,vocational license,Age 17,Percent,S
State,Wisconsin,vocational certificate,Age 17,Percent,S
State,Wisconsin,high school or ged,Age 17,Percent,0.03
State,Wisconsin,high school or ged,Age 17,Number,13
State,Wisconsin,vocational certificate,Age 17,Number,S
State,Wisconsin,vocational license,Age 17,Number,S
State,Wisconsin,Associate Degree,Age 17,Number,S
State,Wisconsin,bachelor degree,Age 17,Number,S
State,Wisconsin,higher degree,Age 17,Number,S
State,Wisconsin,none of the above,Age 17,Number,361
State,Wisconsin,Declined,Age 17,Number,S
State,Wisconsin,blank,Age 17,Number,S
State,Wisconsin,high school or ged,Age 21,Number,152
State,Wisconsin,vocational certificate,Age 21,Number,S
State,Wisconsin,vocational license,Age 21,Number,S
State,Wisconsin,Associate Degree,Age 21,Number,S
State,Wisconsin,bachelor degree,Age 21,Number,S
State,Wisconsin,higher degree,Age 21,Number,S
State,Wisconsin,none of the above,Age 21,Number,29
State,Wisconsin,Declined,Age 21,Number,S
State,Wisconsin,blank,Age 21,Number,S
State,Wisconsin,blank,Age 21,Percent,S
State,Wisconsin,Declined,Age 21,Percent,S
State,Wisconsin,none of the above,Age 21,Percent,0.15
State,Wisconsin,higher degree,Age 21,Percent,S
State,Wisconsin,bachelor degree,Age 21,Percent,S
State,Wisconsin,Associate Degree,Age 21,Percent,S
State,Wisconsin,vocational license,Age 21,Percent,S
State,Wisconsin,vocational certificate,Age 21,Percent,S
State,Wisconsin,high school or ged,Age 21,Percent,0.8
State,Wisconsin,blank,Age 19,Percent,S
State,Wisconsin,Declined,Age 19,Percent,S
State,Wisconsin,none of the above,Age 19,Percent,0.34
State,Wisconsin,higher degree,Age 19,Percent,S
State,Wisconsin,bachelor degree,Age 19,Percent,S
State,Wisconsin,Associate Degree,Age 19,Percent,S
State,Wisconsin,vocational license,Age 19,Percent,S
State,Wisconsin,vocational certificate,Age 19,Percent,S
State,Wisconsin,high school or ged,Age 19,Percent,0.66
State,Wisconsin,high school or ged,Age 19,Number,136
State,Wisconsin,vocational certificate,Age 19,Number,S
State,Wisconsin,vocational license,Age 19,Number,S
State,Wisconsin,Associate Degree,Age 19,Number,S
State,Wisconsin,bachelor degree,Age 19,Number,S
State,Wisconsin,higher degree,Age 19,Number,S
State,Wisconsin,none of the above,Age 19,Number,70
State,Wisconsin,Declined,Age 19,Number,S
State,Wisconsin,blank,Age 19,Number,S
State,Wyoming,high school or ged,Age 19,Number,32
State,Wyoming,vocational certificate,Age 19,Number,S
State,Wyoming,vocational license,Age 19,Number,S
State,Wyoming,Associate Degree,Age 19,Number,S
State,Wyoming,bachelor degree,Age 19,Number,S
State,Wyoming,higher degree,Age 19,Number,S
State,Wyoming,none of the above,Age 19,Number,S
State,Wyoming,Declined,Age 19,Number,S
State,Wyoming,blank,Age 19,Number,S
State,Wyoming,blank,Age 19,Percent,S
State,Wyoming,Declined,Age 19,Percent,S
State,Wyoming,none of the above,Age 19,Percent,S
State,Wyoming,higher degree,Age 19,Percent,S
State,Wyoming,bachelor degree,Age 19,Percent,S
State,Wyoming,Associate Degree,Age 19,Percent,S
State,Wyoming,vocational license,Age 19,Percent,S
State,Wyoming,vocational certificate,Age 19,Percent,S
State,Wyoming,high school or ged,Age 19,Percent,0.74
State,Wyoming,high school or ged,Age 21,Number,31
State,Wyoming,vocational certificate,Age 21,Number,S
State,Wyoming,vocational license,Age 21,Number,S
State,Wyoming,Associate Degree,Age 21,Number,S
State,Wyoming,bachelor degree,Age 21,Number,S
State,Wyoming,higher degree,Age 21,Number,S
State,Wyoming,none of the above,Age 21,Number,S
State,Wyoming,Declined,Age 21,Number,S
State,Wyoming,blank,Age 21,Number,S
State,Wyoming,blank,Age 21,Percent,S
State,Wyoming,Declined,Age 21,Percent,S
State,Wyoming,none of the above,Age 21,Percent,S
State,Wyoming,higher degree,Age 21,Percent,S
State,Wyoming,bachelor degree,Age 21,Percent,S
State,Wyoming,Associate Degree,Age 21,Percent,S
State,Wyoming,vocational license,Age 21,Percent,S
State,Wyoming,vocational certificate,Age 21,Percent,S
State,Wyoming,high school or ged,Age 21,Percent,0.72
State,Wyoming,blank,Age 17,Percent,S
State,Wyoming,Declined,Age 17,Percent,S
State,Wyoming,none of the above,Age 17,Percent,0.94
State,Wyoming,higher degree,Age 17,Percent,S
State,Wyoming,bachelor degree,Age 17,Percent,S
State,Wyoming,Associate Degree,Age 17,Percent,S
State,Wyoming,vocational license,Age 17,Percent,S
State,Wyoming,vocational certificate,Age 17,Percent,S
State,Wyoming,high school or ged,Age 17,Percent,S
State,Wyoming,high school or ged,Age 17,Number,S
State,Wyoming,vocational certificate,Age 17,Number,S
State,Wyoming,vocational license,Age 17,Number,S
State,Wyoming,Associate Degree,Age 17,Number,S
State,Wyoming,bachelor degree,Age 17,Number,S
State,Wyoming,higher degree,Age 17,Number,S
State,Wyoming,none of the above,Age 17,Number,63
State,Wyoming,Declined,Age 17,Number,S
State,Wyoming,blank,Age 17,Number,S
